id,household_member_count,g_of_biscuit,unit_of_eggs,g_fruit/vege,g_of_rice,unit_of_canned,sachets_of_beverage,unit_of_instant,unit_of_bread,days_to_consume
7337,5,8020,503,64317,22772,203,300,192,286,60
7338,4,4890,319,42553,11153,119,200,149,210,50
7339,2,1359,92,11800,3690,38,54,37,56,27
7340,8,256,14,1708,830,6,8,4,6,1
7341,8,15812,1099,141279,51206,443,656,420,698,82
7342,5,2056,126,16223,5195,51,75,51,74,15
7343,7,8633,620,79032,29006,242,378,241,414,54
7344,8,5159,330,42440,11532,130,200,145,198,25
7345,1,1888,116,15550,4570,44,72,52,70,72
7346,7,11099,700,90517,27817,280,420,291,412,60
7347,1,435,27,3625,1052,10,17,12,18,17
7348,3,4137,281,35938,11698,116,165,111,168,55
7349,5,2920,167,21855,5804,62,105,78,98,21
7350,7,2078,149,19300,5319,58,91,66,102,13
7351,2,4866,310,40163,12185,130,180,124,176,90
7352,6,5601,345,45085,13259,141,204,142,194,34
7353,7,7059,508,66395,21594,200,308,209,342,44
7354,3,6716,392,50640,17054,149,243,163,224,81
7355,3,3529,245,31671,11473,92,153,100,168,51
7356,4,1444,109,13835,4447,45,64,43,70,16
7357,1,1382,93,12364,3678,35,58,42,62,58
7358,4,6143,456,58705,20292,184,272,178,304,68
7359,5,4660,322,41779,14645,127,195,128,210,39
7360,9,18147,1194,155937,53101,474,720,477,732,80
7361,5,8056,527,68287,20728,212,315,219,316,63
7362,2,4403,261,33984,10112,103,158,112,146,79
7363,9,21106,1401,181275,58504,564,837,565,854,93
7364,8,14954,923,118431,38097,371,552,374,520,69
7365,6,10221,695,89684,30610,281,414,273,426,69
7366,2,3316,217,27787,9944,89,128,83,126,64
7367,6,13373,846,110278,35036,336,510,348,504,85
7368,6,4012,264,34688,10734,102,162,111,166,27
7369,4,6034,361,47182,15474,145,216,146,196,54
7370,5,12192,743,95530,33175,298,445,291,422,89
7371,6,3214,244,31979,9964,94,150,105,174,25
7372,9,6222,423,55069,16994,171,252,173,264,28
7373,5,6283,422,53793,17049,177,245,166,246,49
7374,4,9759,625,81468,27614,249,376,250,372,94
7375,4,1780,138,17636,6760,54,84,53,98,21
7376,7,18218,1124,144543,48978,452,672,443,636,96
7377,4,5515,348,46052,14782,132,216,148,216,54
7378,4,4982,329,42627,15793,129,200,126,208,50
7379,9,6019,331,42751,13939,133,198,133,162,22
7380,7,9015,585,75688,25807,235,350,231,348,50
7381,9,10477,767,98743,34177,317,450,293,494,50
7382,1,789,58,7195,2586,27,31,19,32,31
7383,1,1851,104,13173,5256,45,59,35,48,59
7384,6,12792,814,104872,34007,328,486,328,478,81
7385,8,15719,1038,133755,46189,430,608,395,606,76
7386,8,15806,958,124137,39846,374,584,398,558,73
7387,3,1625,98,12910,3416,38,60,44,56,20
7388,1,1303,88,11487,2755,34,54,41,58,54
7389,1,748,51,6495,2470,20,31,19,32,31
7390,6,2564,175,22837,6464,73,102,72,104,17
7391,9,8566,615,78034,29605,255,360,222,392,40
7392,5,3898,239,30642,9177,94,145,102,138,29
7393,3,3142,212,26888,10683,86,126,76,130,42
7394,1,1288,84,11237,4006,32,52,34,54,52
7395,6,7959,505,65346,21636,205,300,200,294,50
7396,3,2907,193,24335,10200,82,111,63,106,37
7397,4,6907,440,58294,14971,168,272,201,270,68
7398,6,3864,270,35523,8557,108,162,122,172,27
7399,6,1518,105,13023,5793,45,60,33,60,10
7400,1,2305,154,19742,7610,64,90,55,90,90
7401,4,3469,208,26949,7905,84,124,88,114,31
7402,3,5311,367,48376,15431,139,228,157,248,76
7403,2,687,53,6873,2197,21,32,22,38,16
7404,8,21279,1310,170692,54420,518,792,540,768,99
7405,6,5993,350,45425,12826,134,216,155,200,36
7406,9,820,71,9713,1523,26,45,38,58,5
7407,4,2038,140,17948,5172,56,84,59,90,21
7408,1,1404,81,10705,3963,32,49,31,44,49
7409,3,2586,191,24669,9410,74,117,73,134,39
7410,7,18485,1151,146822,52918,458,693,445,664,99
7411,3,146,7,1095,221,1,6,5,6,2
7412,5,3328,257,33708,10492,102,155,106,184,31
7413,6,8939,576,74647,25426,234,342,226,334,57
7414,2,1469,91,12131,2997,35,56,42,54,28
7415,6,1766,111,14104,5193,45,66,41,62,11
7416,2,3365,203,26335,8481,81,122,82,114,61
7417,3,7305,482,62527,21939,194,288,186,292,96
7418,1,511,31,3770,1577,14,17,10,14,17
7419,4,100,8,987,442,4,4,2,4,1
7420,7,644,35,4322,2334,14,21,10,16,3
7421,6,2859,178,23207,8977,70,108,67,106,18
7422,3,5897,412,52912,17137,169,243,164,256,81
7423,2,5211,319,41850,14566,121,198,132,196,99
7424,5,7005,437,57049,18151,172,265,181,258,53
7425,7,7133,451,59499,18008,178,273,189,270,39
7426,7,16873,1153,149761,48193,460,693,470,732,99
7427,2,1506,111,14722,3594,41,70,53,80,35
7428,3,4088,278,34999,13161,119,159,98,160,53
7429,1,264,20,2673,924,7,13,9,16,13
7430,6,4642,299,38225,13355,119,180,118,182,30
7431,8,2228,132,17271,5329,52,80,55,76,10
7432,4,3379,220,29063,9083,84,136,95,140,34
7433,9,14933,950,121657,37818,383,567,389,554,63
7434,7,5379,399,51857,18112,161,238,154,266,34
7435,4,4348,275,35587,10921,111,164,113,160,41
7436,5,3278,206,26557,9386,81,125,81,120,25
7437,4,8289,531,69554,20550,207,324,229,326,81
7438,9,12811,775,100012,31405,307,468,322,442,52
7439,5,93,8,1108,0,3,5,5,6,1
7440,2,848,43,5624,1830,15,28,19,24,14
7441,8,19435,1145,147491,47422,465,680,457,616,85
7442,5,2467,128,16809,6171,48,80,52,64,16
7443,3,2046,156,19525,7578,66,90,54,102,30
7444,7,14682,967,124334,43660,386,581,378,588,83
7445,5,4953,294,37186,12897,119,175,114,158,35
7446,9,500,33,3879,2092,15,18,8,16,2
7447,4,3791,249,32257,10196,101,148,100,150,37
7448,3,918,58,7344,2556,22,36,24,36,12
7449,2,1169,89,11181,5277,39,50,26,54,25
7450,8,12457,788,101885,32145,316,472,323,460,59
7451,1,2046,136,17460,6034,54,82,54,84,82
7452,7,10168,687,89201,26974,274,413,287,434,59
7453,4,7755,497,64320,22823,197,300,196,302,75
7454,1,45,4,480,231,2,2,1,2,2
7455,5,349,23,3122,914,8,15,11,16,3
7456,7,13869,987,127361,39287,392,595,411,650,85
7457,1,656,34,4496,1597,15,19,12,12,19
7458,2,3472,216,28274,8463,82,134,95,134,67
7459,3,5025,297,37980,12770,123,174,116,154,58
7460,6,10300,653,85381,26289,251,402,280,400,67
7461,6,16425,970,124134,46099,400,570,355,504,95
7462,4,3139,174,22110,9428,70,104,60,84,26
7463,8,8938,605,77197,28133,245,360,228,376,45
7464,1,2116,129,16451,5717,51,78,51,72,78
7465,3,750,47,5815,1745,17,30,21,30,10
7466,3,6702,498,63955,22676,204,294,189,326,98
7467,3,1453,101,12943,5275,41,60,36,64,20
7468,4,8641,515,66657,21020,199,316,218,302,79
7469,1,1278,86,10861,4236,35,51,31,52,51
7470,5,4102,248,32604,10740,93,155,105,148,31
7471,2,4359,282,36162,12281,114,168,110,166,84
7472,1,1982,147,18490,7284,61,86,52,96,86
7473,2,372,24,3124,1073,10,14,9,14,7
7474,3,1391,99,12524,4280,39,60,40,66,20
7475,7,9002,552,71654,20761,216,336,238,322,48
7476,9,4427,316,40320,14844,127,189,119,206,21
7477,9,3855,246,31563,10968,102,144,92,136,16
7478,8,9707,714,90800,33878,298,416,258,458,52
7479,2,3584,251,32124,11471,101,150,96,160,75
7480,6,5340,352,45559,16639,142,210,134,216,35
7481,1,1244,79,10068,3774,30,49,31,50,49
7482,1,1077,70,8986,1492,27,43,36,46,43
7483,1,261,10,1149,882,5,5,1,0,5
7484,2,1027,66,8415,4173,28,38,19,36,19
7485,9,18469,1200,154585,49942,480,720,489,720,80
7486,1,417,26,3284,1450,11,15,8,14,15
7487,7,6683,431,55221,19795,179,252,160,250,36
7488,6,2566,170,21684,7043,68,102,68,102,17
7489,6,14037,820,105608,35423,328,492,327,442,82
7490,9,10461,614,80402,24124,236,378,265,354,42
7491,9,16196,1118,144813,42473,452,666,467,698,74
7492,9,4715,276,35960,11491,114,162,109,140,18
7493,9,10786,697,89436,31831,283,414,266,408,46
7494,4,2278,159,20779,7319,59,100,66,112,25
7495,8,10012,678,87830,28428,278,400,269,410,50
7496,3,3867,250,31799,13675,103,147,84,146,49
7497,3,6740,421,54622,16104,166,255,179,246,85
7498,6,12753,847,109762,32755,337,510,359,526,85
7499,2,364,35,4818,1849,13,22,14,30,11
7500,1,1428,121,15781,5993,47,74,47,94,74
7501,1,746,56,7192,2259,22,34,24,40,34
7502,3,3896,237,30415,9470,96,141,97,132,47
7503,6,8750,504,65678,20154,198,306,214,274,51
7504,6,7590,479,63645,18163,185,294,210,290,49
7505,6,6333,455,58089,20717,185,270,174,292,45
7506,5,2477,151,19917,5098,56,95,71,94,19
7507,2,1239,76,10125,1965,24,52,42,54,26
7508,3,2920,209,27313,8147,83,126,89,134,42
7509,8,16458,1017,130377,42151,409,608,410,578,76
7510,9,4014,285,36641,13270,114,171,109,186,19
7511,2,5044,281,37423,10459,109,172,125,148,86
7512,9,1762,105,13663,4614,42,63,42,58,7
7513,2,1014,66,8223,2588,26,40,27,40,20
7514,1,1801,127,16648,4698,48,79,57,88,79
7515,1,799,77,9479,4269,32,45,25,58,45
7516,4,6389,412,51881,20011,176,236,143,224,59
7517,6,4893,330,42717,14481,132,198,132,206,33
7518,4,8955,589,75965,24312,241,348,234,346,87
7519,9,20255,1306,170227,53517,514,792,543,794,88
7520,7,10512,688,89962,32031,268,420,272,430,60
7521,4,7873,506,64607,21613,202,304,203,300,76
7522,8,11046,744,93994,35823,304,440,273,456,55
7523,6,11135,762,98276,31232,300,462,316,494,77
7524,3,3716,246,31885,8085,102,144,106,142,48
7525,3,3971,265,33896,12055,115,150,94,148,50
7526,9,13200,875,112485,35966,353,522,354,534,58
7527,1,1008,62,8067,2596,24,38,26,36,38
7528,2,2774,171,22506,5498,69,102,76,96,51
7529,4,8460,581,75971,22529,229,352,248,374,88
7530,2,4587,311,39230,14789,129,182,113,184,91
7531,1,251,21,2614,914,9,12,8,14,12
7532,6,9925,650,84658,27115,260,390,266,396,65
7533,7,9264,628,81838,24611,243,385,271,412,55
7534,3,6779,416,53372,18364,167,249,163,232,83
7535,8,5976,402,51812,14678,162,240,171,248,30
7536,6,6137,385,49270,19507,157,228,138,218,38
7537,6,3090,191,24856,8526,77,114,74,110,19
7538,3,2396,144,18350,6445,57,87,57,84,29
7539,4,7621,549,70601,24207,225,324,212,344,81
7540,9,17016,1039,135017,44327,409,630,429,604,70
7541,7,15879,1004,128502,43245,402,602,400,588,86
7542,6,6864,435,56810,17006,171,264,185,262,44
7543,1,1969,113,14113,5730,46,67,40,58,67
7544,3,5374,360,46373,17029,147,213,134,216,71
7545,3,7175,488,62622,23215,191,297,188,312,99
7546,6,14515,913,117733,41118,361,552,360,540,92
7547,9,7699,518,67655,20556,203,315,219,330,35
7548,9,16677,1145,146807,52280,461,684,440,720,76
7549,2,887,50,6318,1808,20,30,21,26,15
7550,4,1606,123,15974,5383,47,76,51,88,19
7551,7,13369,901,115522,39155,362,539,356,556,77
7552,9,6785,445,57723,19659,175,270,178,278,30
7553,8,12794,806,104793,35322,318,488,324,476,61
7554,7,4739,315,40416,12103,126,189,132,194,27
7555,7,5868,381,49476,16994,150,231,153,232,33
7556,3,4014,254,32866,10898,101,153,103,148,51
7557,7,4552,310,40466,10753,121,189,138,200,27
7558,1,1927,119,14981,5898,50,69,41,62,69
7559,7,6798,451,58186,20106,178,273,180,282,39
7560,7,10014,664,86027,30578,272,392,252,396,56
7561,4,7294,507,65437,21468,203,304,206,322,76
7562,6,10267,596,76478,22063,236,360,254,320,60
7563,5,1446,123,15356,5570,53,70,43,84,14
7564,9,2724,172,22347,7494,73,99,65,94,11
7565,6,11649,814,105616,35358,322,492,327,532,82
7566,9,2668,177,22619,9997,69,108,62,112,12
7567,3,5393,331,42198,15314,130,201,129,194,67
7568,9,13295,844,110895,34689,331,513,354,508,57
7569,9,893,58,7526,2712,22,36,23,36,4
7570,6,6407,451,58339,21225,181,270,173,296,45
7571,1,1279,87,11539,3963,33,54,36,56,54
7572,5,1808,145,18434,7097,60,85,52,100,17
7573,3,7314,467,60471,20277,188,279,186,280,93
7574,7,3407,227,29142,9495,94,133,88,130,19
7575,6,5617,351,45395,15189,135,216,146,216,36
7576,3,5570,380,49168,15476,152,228,155,240,76
7577,8,15411,970,125835,42444,378,592,397,588,74
7578,1,60,4,542,231,2,2,1,2,2
7579,2,2848,163,21132,7284,61,102,67,92,51
7580,6,12216,781,100675,35438,319,462,301,450,77
7581,7,17108,1154,149352,50939,461,693,457,716,99
7582,4,7333,449,57448,19375,185,264,173,250,66
7583,4,3775,223,29524,10921,87,136,86,124,34
7584,8,17537,1143,149687,46805,447,696,480,706,87
7585,1,389,31,3982,1504,12,19,12,24,19
7586,3,3914,292,37799,14117,118,174,109,198,58
7587,6,12153,766,99053,36227,310,456,289,444,76
7588,9,15125,997,128807,43839,394,603,399,614,67
7589,9,10567,673,87020,29390,268,405,268,402,45
7590,9,18845,1212,156047,52800,483,729,484,726,81
7591,6,1114,93,11937,3627,39,54,37,64,9
7592,1,2197,116,14906,5350,47,69,45,54,69
7593,4,10025,656,85030,27888,264,392,262,394,98
7594,7,16824,1081,138256,50017,437,644,411,634,92
7595,3,1001,58,7500,2786,22,36,23,32,12
7596,4,10036,612,79893,26121,236,376,255,366,94
7597,2,1736,112,14823,4551,44,68,48,70,34
7598,8,11782,750,97849,30191,294,456,316,452,57
7599,4,4211,324,41736,13614,132,192,129,224,48
7600,7,8900,638,83493,24689,246,392,277,430,56
7601,2,4224,289,36827,12983,119,170,109,174,85
7602,7,10883,713,91627,29657,279,434,296,446,62
7603,9,4455,242,31478,11413,98,144,92,118,16
7604,3,1237,82,10351,4666,34,48,27,48,16
7605,1,1468,125,16312,5371,49,76,51,96,76
7606,6,6266,447,57068,21604,177,270,169,300,45
7607,4,4802,315,40079,15219,131,184,114,184,46
7608,6,6107,381,48650,19526,153,228,137,214,38
7609,5,13023,795,102586,34879,315,480,319,456,96
7610,5,6363,414,53449,17724,164,250,167,250,50
7611,2,2036,147,18681,8524,61,86,47,90,43
7612,6,1887,101,13105,3544,41,60,43,46,10
7613,2,598,29,3588,1115,11,18,12,14,9
7614,8,11729,754,96296,32649,306,448,295,432,56
7615,6,7346,490,63662,20435,196,294,199,304,49
7616,9,10052,688,89084,29488,274,414,279,432,46
7617,1,905,51,6248,2481,22,29,17,24,29
7618,5,10710,674,87117,27228,264,410,283,394,82
7619,8,11396,744,96211,33473,288,456,300,472,57
7620,1,1096,59,7852,2071,22,37,27,30,37
7621,5,11389,757,98694,30882,292,465,323,480,93
7622,8,17371,1144,147897,44960,448,696,486,712,87
7623,1,2338,127,16197,5543,52,75,49,60,75
7624,4,4575,250,32715,11124,98,152,101,124,38
7625,5,8815,521,67812,21389,201,320,220,298,64
7626,2,5255,323,42553,13536,125,198,136,188,99
7627,7,8483,594,76815,25113,237,357,240,382,51
7628,4,7721,519,67322,21999,203,316,215,330,79
7629,9,18924,1244,160715,51813,506,738,499,744,82
7630,8,4088,261,34053,10418,101,160,112,162,20
7631,8,8072,498,64197,23229,202,296,189,276,37
7632,4,3601,257,33840,8597,101,156,117,174,39
7633,3,2818,186,23446,9506,78,108,64,108,36
7634,8,10685,756,96735,32696,308,448,296,482,56
7635,5,4590,291,37551,13486,116,175,113,172,35
7636,1,2331,145,19119,5268,55,90,65,90,90
7637,2,1693,124,16136,4743,48,76,54,86,38
7638,1,2204,120,15605,5077,48,72,49,60,72
7639,7,13237,822,106355,35175,318,504,342,492,72
7640,9,19949,1331,173719,55135,521,810,554,852,90
7641,7,17513,1101,142344,47231,443,658,438,640,94
7642,1,2495,156,20432,6810,62,94,62,92,94
7643,3,825,50,6453,2964,20,30,16,28,10
7644,9,13131,877,112447,36051,355,522,353,536,58
7645,2,1056,55,7167,1851,21,34,25,28,17
7646,1,274,10,1261,715,4,6,3,2,6
7647,6,7871,502,65233,24334,202,300,190,294,50
7648,8,196,12,1539,200,4,8,7,8,1
7649,9,16006,1012,132181,42427,391,621,424,622,69
7650,3,5569,349,45117,14254,139,210,145,202,70
7651,2,1407,84,10764,3218,34,50,35,46,25
7652,3,565,31,3817,1231,13,18,12,14,6
7653,6,368,34,4122,2439,16,18,7,22,3
7654,8,3259,243,30709,11958,99,144,87,158,18
7655,1,681,48,6231,2492,18,30,18,32,30
7656,5,12143,776,100400,34773,306,470,309,470,94
7657,3,5572,372,47883,16598,147,225,149,236,75
7658,1,402,31,4075,1282,12,19,13,22,19
7659,5,5458,334,43936,13544,129,205,143,198,41
7660,9,7267,436,56494,16999,175,261,182,238,29
7661,3,5484,387,50647,13518,153,234,170,256,78
7662,2,2130,109,15153,4182,33,76,57,68,38
7663,9,1771,124,15976,5256,52,72,48,78,8
7664,6,7043,424,55080,16123,166,258,183,244,43
7665,9,13359,860,111271,36507,338,522,353,528,58
7666,9,21830,1401,180238,59827,564,837,561,824,93
7667,1,259,15,2083,693,4,11,8,12,11
7668,1,2163,153,19378,6370,65,88,58,94,88
7669,1,1250,94,12126,4237,38,56,36,64,56
7670,2,3971,257,33384,10367,101,156,108,158,78
7671,3,1461,88,12082,1767,34,54,46,50,18
7672,6,7861,514,65876,23528,208,306,197,310,51
7673,7,2565,158,19754,9050,67,91,49,84,13
7674,3,3148,207,26680,8224,84,123,84,128,41
7675,2,1584,101,13234,4835,41,60,38,58,30
7676,3,5217,377,47901,16538,158,219,141,236,73
7677,1,628,36,4661,1819,16,20,12,16,20
7678,3,1860,115,14732,5330,46,69,44,66,23
7679,1,830,69,8741,3142,26,43,28,54,43
7680,7,5044,350,45043,15450,140,210,137,220,30
7681,3,6901,452,58322,18409,185,267,180,266,89
7682,8,11695,742,96646,31295,294,448,304,440,56
7683,9,18167,1225,158162,54416,487,738,486,766,82
7684,3,4622,309,39657,13601,117,192,128,202,64
7685,4,1183,68,9013,2513,24,44,32,40,11
7686,4,2981,162,20393,6950,66,96,63,76,24
7687,1,2138,146,18444,6583,58,88,57,92,88
7688,8,16091,1104,142673,46696,448,656,440,688,82
7689,7,712,34,4452,1145,13,21,16,14,3
7690,3,5163,325,41993,12764,124,201,139,204,67
7691,1,58,5,646,221,2,3,2,4,3
7692,5,7448,495,64234,20761,200,295,199,298,59
7693,5,3787,267,34096,14944,112,155,87,166,31
7694,6,165,10,1446,221,4,6,5,6,1
7695,7,16299,1075,138879,44905,424,651,441,668,93
7696,7,9223,589,76864,27876,232,357,229,356,51
7697,3,5156,375,47884,17518,150,225,143,250,75
7698,2,751,37,4722,1986,15,22,13,14,11
7699,2,839,61,7738,3049,25,36,22,40,18
7700,2,2258,149,19927,5603,57,92,66,98,46
7701,7,12904,800,103594,35550,317,483,319,466,69
7702,2,4561,300,39076,12373,124,176,120,176,88
7703,8,724,38,5258,862,14,24,20,20,3
7704,9,15488,1056,135587,41115,426,630,438,660,70
7705,3,2104,139,18557,5306,55,84,60,86,28
7706,1,655,46,5964,2597,19,27,15,30,27
7707,5,6431,384,50389,15424,149,235,163,222,47
7708,8,14570,924,119594,38371,372,552,375,536,69
7709,6,5042,300,39025,11856,120,180,125,160,30
7710,7,8241,524,68324,22032,202,322,220,324,46
7711,2,4485,294,38068,12332,114,180,123,184,90
7712,3,3380,195,25656,8138,75,120,82,108,40
7713,5,3057,178,23003,7590,73,105,70,90,21
7714,2,2798,182,23591,7896,70,112,74,114,56
7715,3,5913,337,43237,15999,142,195,122,160,65
7716,4,5559,354,46346,14885,138,216,147,216,54
7717,8,19438,1284,163757,56617,524,760,495,768,95
7718,5,6686,419,53834,17315,169,250,169,242,50
7719,7,15178,929,118983,41867,376,553,358,518,79
7720,5,12827,801,103485,35045,326,475,312,456,95
7721,5,1074,70,9167,4059,25,45,26,48,9
7722,2,3054,206,27100,6245,82,124,95,130,62
7723,2,4602,285,36172,14129,123,162,96,142,81
7724,6,10378,588,76580,25165,228,360,244,320,60
7725,8,9751,642,82552,28383,258,384,251,384,48
7726,2,894,57,7486,2461,23,34,23,34,17
7727,5,13027,820,106126,33255,325,495,341,486,99
7728,5,8264,533,68041,23523,218,315,206,306,63
7729,8,14821,955,122333,42321,387,568,371,570,71
7730,6,5482,360,47117,15662,144,216,145,224,36
7731,4,3907,253,32850,12275,101,152,97,152,38
7732,9,5668,373,48437,16627,148,225,148,230,25
7733,4,2583,162,21282,6316,62,100,71,102,25
7734,1,1502,105,13737,3793,41,64,46,70,64
7735,4,7744,511,65141,22872,203,308,201,316,77
7736,3,6406,451,58694,17969,178,273,190,294,91
7737,6,13009,838,108241,33912,334,504,345,502,84
7738,1,1623,91,11927,3429,37,54,38,46,54
7739,5,11895,757,96567,34185,302,455,295,454,91
7740,4,5029,361,45462,17303,153,208,127,220,52
7741,7,7753,510,66699,21191,202,308,210,314,44
7742,2,1953,126,16164,5151,52,74,51,72,37
7743,3,4777,304,38578,12247,127,177,119,166,59
7744,5,7229,461,60023,17240,186,275,196,268,55
7745,5,6647,385,49870,14717,155,230,162,204,46
7746,3,246,28,3364,1745,13,15,7,20,5
7747,8,18804,1232,158584,50964,496,736,498,742,92
7748,2,932,64,8268,3026,26,38,24,40,19
7749,6,5371,348,44196,13990,144,204,139,202,34
7750,2,1573,106,13456,5381,44,62,37,64,31
7751,1,2330,169,21547,8924,74,95,55,98,95
7752,8,18621,1232,159666,47160,480,752,531,778,94
7753,7,6168,380,49284,15203,149,231,160,224,33
7754,7,11122,747,97182,33785,299,448,292,466,64
7755,7,17271,1064,138289,43343,420,644,441,622,92
7756,2,2878,179,22918,10110,71,108,62,102,54
7757,5,2387,124,16488,4742,49,75,54,56,15
7758,9,7485,530,69105,23124,215,315,210,338,35
7759,7,12678,875,112691,34889,357,518,356,542,74
7760,1,439,27,3358,1125,11,16,11,16,16
7761,2,4260,246,31666,9547,98,148,103,128,74
7762,9,14185,890,115932,35869,359,531,365,510,59
7763,2,1260,81,10538,3720,31,50,33,50,25
7764,9,17712,1169,149811,49856,467,702,469,718,78
7765,2,4127,263,34583,12488,101,162,105,168,81
7766,5,3350,214,27519,9869,89,125,80,120,25
7767,2,312,18,2206,1062,8,10,5,8,5
7768,8,983,69,8656,3796,29,40,22,42,5
7769,8,3598,226,29118,9871,90,136,90,134,17
7770,7,13433,904,117600,41161,351,553,363,590,79
7771,1,1692,107,14610,4069,39,68,50,72,68
7772,7,3251,179,23147,7886,67,112,74,102,16
7773,7,8462,514,66227,23326,213,301,194,272,43
7774,6,2973,170,22146,7603,62,108,73,102,18
7775,7,17939,1146,147112,51084,460,686,447,676,98
7776,8,13570,834,108597,35987,330,504,340,484,63
7777,2,143,15,1953,473,7,8,6,10,4
7778,3,4593,252,33295,11456,93,159,106,140,53
7779,3,3961,275,35061,13028,113,162,101,174,54
7780,3,199,16,1963,1062,7,9,4,10,3
7781,2,1181,88,11101,3994,38,50,32,54,25
7782,2,2021,130,17099,5330,48,82,57,82,41
7783,1,2440,162,21049,7105,66,96,63,94,96
7784,5,7651,468,61153,19738,178,290,199,282,58
7785,5,622,25,3447,694,10,15,12,6,3
7786,3,261,11,1662,210,2,9,8,8,3
7787,1,648,57,7662,2428,22,35,24,44,35
7788,5,1515,96,12643,3185,36,60,45,62,12
7789,7,4618,308,39506,13571,126,182,119,186,26
7790,1,55,1,152,0,0,1,1,0,1
7791,9,314,18,2291,252,9,9,8,6,1
7792,9,10517,709,91552,34739,277,432,273,456,48
7793,3,350,26,3313,1050,11,15,10,16,5
7794,7,10079,676,86970,26447,277,399,275,408,57
7795,8,4088,274,34961,13991,114,160,96,160,20
7796,6,11786,748,96642,31558,292,456,306,452,76
7797,1,1425,89,11634,2923,36,53,40,50,53
7798,6,4847,269,34972,10323,107,162,114,134,27
7799,2,2873,248,32260,11088,98,150,100,184,75
7800,4,852,51,6819,2114,19,32,22,30,8
7801,2,4216,254,33253,10333,94,160,112,156,80
7802,3,2991,204,25988,10976,84,120,69,122,40
7803,5,9270,668,86394,29598,268,400,263,438,80
7804,7,12306,806,103430,35878,323,483,316,490,69
7805,5,7250,469,60817,18639,179,290,204,298,58
7806,7,11092,748,96744,32776,300,448,297,464,64
7807,7,12420,888,115259,33462,356,532,376,584,76
7808,9,2380,188,23807,9271,80,108,65,122,12
7809,4,6602,423,54046,23190,175,248,142,234,62
7810,9,4178,292,36810,13518,121,171,107,178,19
7811,6,9501,624,81878,27342,246,378,254,382,63
7812,8,113,15,1841,662,7,8,5,12,1
7813,8,11753,804,103475,33397,332,472,318,484,59
7814,1,0,2,275,0,1,1,1,2,1
7815,6,7510,521,67566,24503,209,312,200,328,52
7816,8,18842,1252,161076,55412,500,752,494,772,94
7817,5,4167,261,34199,11540,96,165,111,168,33
7818,3,2203,115,15709,4213,43,72,53,58,24
7819,4,3789,251,32576,9157,103,148,105,150,37
7820,8,1624,128,16761,6095,48,80,52,98,10
7821,3,5906,374,47779,18109,152,222,137,212,74
7822,5,10541,657,84048,29729,272,385,246,366,77
7823,7,14389,893,113800,43181,361,532,330,500,76
7824,4,2302,169,21347,8601,69,100,59,112,25
7825,9,13154,841,108676,36142,337,504,337,494,56
7826,7,10415,675,87870,27177,262,413,286,424,59
7827,6,4047,247,31285,10965,103,144,92,132,24
7828,5,11834,730,94404,28932,280,450,314,442,90
7829,8,18199,1218,158479,50596,482,736,504,758,92
7830,6,14442,880,114794,37370,346,534,362,516,89
7831,1,2740,149,18781,7453,63,86,52,68,86
7832,4,5638,344,44521,16073,140,204,131,190,51
7833,7,12351,745,95986,32934,304,441,290,408,63
7834,7,8713,572,74495,22988,236,336,231,332,48
7835,7,2451,168,21211,6473,70,98,68,100,14
7836,6,5298,375,47973,18422,159,216,131,224,36
7837,2,3295,239,30493,11406,97,142,89,158,71
7838,3,3915,217,28443,7673,85,132,96,116,44
7839,1,1742,115,14672,5298,46,69,44,72,69
7840,5,6247,414,54757,18121,159,255,174,268,51
7841,6,4729,285,37281,12443,111,174,117,168,29
7842,3,6376,387,50423,18183,156,231,148,218,77
7843,2,1698,109,13816,5066,43,66,42,66,33
7844,6,10163,625,80331,26873,247,378,252,368,63
7845,2,2439,167,21821,7631,69,98,63,102,49
7846,8,6192,412,52455,18789,172,240,152,244,30
7847,9,11071,647,84416,27952,260,387,258,340,43
7848,6,14040,880,114872,37709,346,534,359,520,89
7849,4,3304,214,28070,9852,82,132,87,130,33
7850,3,926,65,8221,2828,26,39,26,42,13
7851,2,3670,238,30827,10020,94,144,97,144,72
7852,5,6084,400,51994,16126,160,240,165,246,48
7853,4,8270,497,64317,19018,193,304,214,286,76
7854,7,2213,128,17139,4026,51,77,59,68,11
7855,2,1080,57,7294,2072,21,36,26,30,18
7856,1,0,1,144,0,0,1,1,2,1
7857,3,2445,211,26495,11170,88,123,71,152,41
7858,6,12494,783,101146,35499,315,468,304,450,78
7859,1,258,11,1508,221,4,7,6,4,7
7860,3,431,32,3871,1882,14,18,9,20,6
7861,5,7009,448,58276,17622,173,275,192,278,55
7862,5,11899,711,92019,27952,286,425,295,392,85
7863,7,12211,808,103105,33894,332,476,317,484,68
7864,6,2337,171,21500,8496,75,96,57,102,16
7865,1,1124,73,9586,3027,29,44,30,44,44
7866,2,881,43,5659,1231,15,28,22,22,14
7867,2,3527,214,27297,10334,92,122,74,108,61
7868,5,11328,729,94314,26678,294,435,311,432,87
7869,6,13187,827,106883,35793,335,492,327,474,82
7870,4,984,65,8117,2859,29,36,22,34,9
7871,3,8250,482,61375,22139,197,285,179,248,95
7872,5,2573,178,22957,7398,73,105,71,110,21
7873,1,575,29,3835,1346,11,18,12,14,18
